sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature ;deepest air temperature;média temperature;;;;;;;;;;;;;;;;;;;
152;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1 juv m, 1f;2;Leptonetidae;Sulcia;sp. X;Sulcia sp. X;;42.771666;17.936425;;;42.77166617.936425;3;;11,3;12,45;;;;;;;;;;;;;;;;;;;
154;Jama na vrh Prodoli;Croatia;4.11.2008.;2008-11-04;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;42.720837;18.021231;tf;deep cave;42.72083718.021231;1;;21,6;;;;;;;;;;;;;;;;;;;;
156;Debela ljut;Croatia;31.10.2008.;2008-10-31;1m, 1 juv;2;Leptonetidae;Barusia;maheni;Barusia maheni;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
160;Pe?ina u Gaju;Croatia;1.11.2008.;2008-11-01;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;42.704486;18.08282;;deep cave;42.70448618.08282;2;;;;;;;;;;;;;;;;;;;;;;
161;Pe?ina u Gaju;Croatia;1.11.2008.;2008-11-01;1m, 1juv f;2;Leptonetidae;Sulcia;sp. 14;Sulcia sp. 14;;42.704486;18.08282;;;42.70448618.08282;2;;;;;;;;;;;;;;;;;;;;;;
162;Špijaturica;Croatia;5.11.2008.;2008-11-05;1m, 1f;2;Leptonetidae;Barusia;maheni;Barusia maheni;340;42.835204;17.806752;tf;deep cave;42.83520417.806752;3;;;;;;;;;;;;;;;;;;;;;;
169;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1f;1;Agelenidae;Histopona;dubia;Histopona dubia;137;42.67716;18.136236;tb;deep cave;42.6771618.136236;5;;;14,2;;;;;;;;;;;;;;;;;;;
170;Vilinska špilja;Croatia;4.11.2008.;2008-11-04;1f;1;Linyphiidae;Troglohyphantes;salax;Troglohyphantes salax;;42.797852;17.922663;tb;deep cave;42.79785217.922663;2;;;;;;;;;;;;;;;;;;;;;;
171;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 m;1;Leptonetidae;Barusia;maheni;Barusia maheni;523;42.726207;18.039158;tf;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
173;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 juv m;1;Agelenidae;Histopona;dubia;Histopona dubia;523;42.726207;18.039158;tb;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
174;Špijaturica;Croatia;5.11.2008.;2008-11-05;5m, 2f;7;Leptonetidae;Barusia;maheni;Barusia maheni;;42.835204;17.806752;tf;deep cave;42.83520417.806752;3;;;;;;;;;;;;;;;;;;;;;;
175;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1 juv ;1;Agelenidae;Histopona;sp.;Histopona sp.;137;42.67716;18.136236;;deep cave;42.6771618.136236;5;;;14,2;;;;;;;;;;;;;;;;;;;
176;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;2m, 1f, 3 juv;6;Leptonetidae;Sulcia;sp. 2;Sulcia sp. 2;137;42.67716;18.136236;Tb;deep cave;42.6771618.136236;5;;;14,2;;;;;;;;;;;;;;;;;;;
180;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;;42.771666;17.936425;Tf;deep cave;42.77166617.936425;3;;11,3;12,45;;;;;;;;;;;;;;;;;;;
181;Aragonka;Croatia;26.3.2008.;2008-03-26;1 juv;1;Agelenidae;Histopona;sp.;Histopona sp.;306;42.713284;18.019397;;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
182;Aragonka;Croatia;26.3.2008.;2008-03-26;1 f;1;Agelenidae;Histopona;dubia;Histopona dubia;306;42.713284;18.019397;tb;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
183;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1m, 2 juv;3;Dysderidae;Dysdera;sp. 1;Dysdera sp. 1;;42.732667;18.049328;;;42.73266718.049328;3;11,9;;;;;;;;;;;;;;;;;;;;;
184;Kriva?a špilja;Croatia;31.3.2008.;2008-03-31;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.730217;18.067602;Tb;deep cave;42.73021718.067602;1;;8,9;9,95;;;;;;;;;;;;;;;;;;;
185;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1m;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.732667;18.049328;Tb;deep cave;42.73266718.049328;3;11,9;;;;;;;;;;;;;;;;;;;;;
186;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 f;1;Agelenidae;Tegenaria;annulata;Tegenaria annulata;523;42.726207;18.039158;tf;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
187;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1m, 2 juv;3;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;523;42.726207;18.039158;Tb;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
188;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1f;1;Linyphiidae;Troglohyphantes;affinis;Troglohyphantes affinis;523;42.726207;18.039158;tb;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
189;Kriva?a špilja;Croatia;31.3.2008.;2008-03-31;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.730217;18.067602;Tb;deep cave;42.73021718.067602;1;;8,9;9,95;;;;;;;;;;;;;;;;;;;
190;Jama u Zabira?u;Croatia;2.11.2008.;2008-11-02;2f;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.732667;18.049328;Tb;deep cave;42.73266718.049328;3;11,9;;;;;;;;;;;;;;;;;;;;;
191;Jama Zadubravica;Croatia;3.11.2008.;2008-11-03;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.771666;17.936425;Tb;deep cave;42.77166617.936425;3;;11,3;12,45;;;;;;;;;;;;;;;;;;;
192;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1f;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;137;42.67716;18.136236;Tb;deep cave;42.6771618.136236;5;;;14,2;;;;;;;;;;;;;;;;;;;
193;Aragonka;Croatia;26.3.2008.;2008-03-26;1f, 1 juv;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;306;42.713284;18.019397;Tb;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
194;Špilja na vrh Toraca;Croatia;26.3.2008.;2008-03-26;1f;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.705575;18.03049;Tb;deep cave;42.70557518.03049;3;;15,5;15,275;;;;;;;;;;;;;;;;;;;
195;Špijaturica;Croatia;5.11.2008.;2008-11-05;1 juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.835204;17.806752;Tb;deep cave;42.83520417.806752;3;;;;;;;;;;;;;;;;;;;;;;
196;Jama uz stazu na Sv. Nikoli;Croatia;28.3.2008.;2008-03-28;2 juv;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.700426;18.028022;Tb;deep cave;42.70042618.028022;2;;;;;;;;;;;;;;;;;;;;;;
197;Vilina špilja-Izvor Omble;Croatia;1.11.2008.;2008-11-01;1 juv;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;137;42.67716;18.136236;Tb;deep cave;42.6771618.136236;5;;;14,2;;;;;;;;;;;;;;;;;;;
198;Vilinska špilja;Croatia;4.11.2008.;2008-11-04;2 juv;2;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.797852;17.922663;Tb;deep cave;42.79785217.922663;2;;;;;;;;;;;;;;;;;;;;;;
199;Rudina;Croatia;27.3.2008.;2008-03-27;1 juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.721999;18.015321;Tb;deep cave;42.72199918.015321;3;9,9;;;;;;;;;;;;;;;;;;;;;
200;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;523;42.726207;18.039158;;;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
201;Jama Zadubravica;Croatia;31.3.2008.;2008-03-31;3 juv;3;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.771666;17.936425;Tb;deep cave;42.77166617.936425;3;;11,3;12,45;;;;;;;;;;;;;;;;;;;
202;Mo?iljska špilja;Croatia;1.11.2008.;2008-11-01;1 juv;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;410;42.689061;18.071906;Tb;deep cave;42.68906118.071906;6;;15,4;15,825;;;;;;;;;;;;;;;;;;;
203;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1m;1;Linyphiidae;Micrargus;herbigradus;Micrargus herbigradus;523;42.726207;18.039158;Tf;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
204;Špijaturica;Croatia;5.11.2008.;2008-11-05;2 f;2;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.835204;17.806752;tf;deep cave;42.83520417.806752;3;;;;;;;;;;;;;;;;;;;;;;
205;Debela ljut;Croatia;31.10.2008.;2008-10-31;1f, 1m;2;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
207;Debela ljut;Croatia;31.10.2008.;2008-10-31;1 f;1;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
208;Jama u Zabira?u;Croatia;30.3.2008.;2008-03-30;1f;1;Linyphiidae;Centromerus;raridentatus sp.n.;Centromerus raridentatus sp.n.;;42.732667;18.049328;;;42.73266718.049328;3;11,9;;;;;;;;;;;;;;;;;;;;;
209;Jama uz stazu na Sv. Nikoli;Croatia;28.3.2008.;2008-03-28;1 f;1;Linyphiidae;Gen. 2;sp. 1;Gen. 2 sp. 1;;42.700426;18.028022;;;42.70042618.028022;2;;;;;;;;;;;;;;;;;;;;;;
210;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 m;1;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;523;42.726207;18.039158;tf;deep cave;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
211;Jama na vrh Vrguda;Croatia;2.11.2008.;2008-11-02;1 ?;;Linyphiidae;Gen. 1;sp. 1;Gen. 1 sp. 1;523;42.726207;18.039158;;;42.72620718.039158;9;;11;13,43333333;;;;;;;;;;;;;;;;;;;
213;Špijaturica;Croatia;5.11.2008.;2008-11-05;2f, 2m;4;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.835204;17.806752;tf;deep cave;42.83520417.806752;3;;;;;;;;;;;;;;;;;;;;;;
214;?injadra;Croatia;5.1.2009.;2009-01-05;1 f, 1 juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;294;43.339771;16.599423;tf;deep cave;43.33977116.599423;2;;;15,1;;;;;;;;;;;;;;;;;;;
215;?injadra;Croatia;22.10.2007.;2007-10-22;1 f, 5 juv;6;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;294;43.339771;16.599423;tf;deep cave;43.33977116.599423;2;;;15,1;;;;;;;;;;;;;;;;;;;
219;Špilja pod Zimzelom;Croatia;25.6.2008.;2008-06-25;1 m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45.281948;15.115239;Tb;deep cave;45.28194815.115239;1;8;;;;;;;;;;;;;;;;;;;;;
220;Špilja pod Zimzelom;Croatia;25.6.2008.;2008-06-25;1 m, 1f;2;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45.281948;15.115239;Tb;deep cave;45.28194815.115239;1;8;;;;;;;;;;;;;;;;;;;;;
221;Špilja pod Zimzelom;Croatia;14.12.2008.;2008-12-14;1 m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45.281948;15.115239;Tb;deep cave;45.28194815.115239;1;8;;;;;;;;;;;;;;;;;;;;;
222;Špilja pod Zimzelom;Croatia;14.12.2008.;2008-12-14;2 f;2;Dysderidae;Parastalita;stygia;Parastalita stygia;765;45.281948;15.115239;Tb;deep cave;45.28194815.115239;1;8;;;;;;;;;;;;;;;;;;;;;
223;Krumpirište;Croatia;13.10.2007.;2007-10-13;1 m;1;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;860;45.90677;15.95285;tf;shallow subterranean habitat;45.9067715.95285;1;;;;;;;;;;;;;;;;;;;;;;
224;Kranjica pe?ina;Croatia;13.10.2007.;2007-10-13;1m, 1f;2;Agelenidae;Tegenaria;bosnica;Tegenaria bosnica;820;43.959462;16.475197;;deep cave;43.95946216.475197;2;;;;;;;;;;;;;;;;;;;;;;
225;Suhodolka;Croatia;26.10.2008.;2008-10-26;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45.504451;17.698877;;deep cave;45.50445117.698877;1;;8,55;8,62;;;;;;;;;;;;;;;;;;;
226;Suhodolka;Croatia;24.10.2008.;2008-10-24;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45.504451;17.698877;;deep cave;45.50445117.698877;1;;8,55;8,62;;;;;;;;;;;;;;;;;;;
227;Kova?ica jama;Croatia;25.10.2008.;2008-10-25;1f, 1m, 1juv;3;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45.519178;17.65444;;deep cave;45.51917817.65444;4;9,3;;;;;;;;;;;;;;;;;;;;;
228;Lijepa jama;Croatia;27.10.2008.;2008-10-27;2m, 1 juv;3;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;725;45.501686;17.708297;;deep cave;45.50168617.708297;1;10,8;;;;;;;;;;;;;;;;;;;;;
230;Jama iznad Jezerca;Croatia;27.10.2008.;2008-10-27;2 m;2;Linyphiidae;Porrhomma;microps;Porrhomma microps;607;45.504726;17.684095;Tf;deep cave;45.50472617.684095;1;;9,6;9,85;;;;;;;;;;;;;;;;;;;
231;Jama na Bilu;Croatia;25.10.2008.;2008-10-25;1m, 2f, 1juv;4;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;630;45.512599;17.693701;;deep cave;45.51259917.693701;1;8,9;;;;;;;;;;;;;;;;;;;;;
233;Suhodolka;Croatia;24.10.2008.;2008-10-24;6m, 7f, 5juv;18;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;658;45.504451;17.698877;;deep cave;45.50445117.698877;1;;8,55;8,62;;;;;;;;;;;;;;;;;;;
235;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1m;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;45.519178;17.65444;Tx;Shallow subterranean habitat;45.51917817.65444;4;;;;;;;;;;;;;;;;;;;;;;
236;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1f;1;Amaurobidae;Amaurobius;jugorum;Amaurobius jugorum;;45.519178;17.65444;Tx;epigean habitat;45.51917817.65444;4;;;;;;;;;;;;;;;;;;;;;;
237;Oko jame Kova?ice;Croatia;25.10.2008.;2008-10-25;1f;1;Hahniidae;Cicurina;cicur;Cicurina cicur;;45.519178;17.65444;tf;epigean habitat;45.51917817.65444;4;;;;;;;;;;;;;;;;;;;;;;
239;Osinec jama;Croatia;14.10.2008.;2008-10-14;1f;1;Agelenidae;Tegenaria;ferruginea;Tegenaria ferruginea;524;46.163969;16.111277;Tf;deep cave;46.16396916.111277;2;;;;;;;;;;;;;;;;;;;;;;
240;Velika špilja, Pokojec;Croatia;19.10.2008.;2008-10-19;1 f;1;Corinnidae;Gen.;sp.;Gen. sp.;;46.170142;16.237915;;;46.17014216.237915;1;;;;;;;;;;;;;;;;;;;;;;
241;Matekova špilja 2;Croatia;16.10.2008.;2008-10-16;1 f;1;Cybaeidae;Cybaeus;sp. 1;Cybaeus sp. 1;;46.188341;16.123401;;;46.18834116.123401;1;;;;;;;;;;;;;;;;;;;;;;
242;Špilja u Bukevju;Croatia;18.10.2008.;2008-10-18;2f;2;Amaurobidae;Amaurobius;fenestralis;Amaurobius fenestralis;;46.206924;16.143971;Tx;deep cave;46.20692416.143971;2;;;;;;;;;;;;;;;;;;;;;;
243;Osinec jama;Croatia;29.5.2008.;2008-05-29;3 juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;524;46.163969;16.111277;;deep cave;46.16396916.111277;2;;;;;;;;;;;;;;;;;;;;;;
244;Špilja na Pisanoj pe?ini;Croatia;19.10.2008.;2008-10-19;3 juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;461;46.177112;16.220637;;deep cave;46.17711216.220637;1;;;;;;;;;;;;;;;;;;;;;;
245;Špilja na Pisanoj pe?ini;Croatia;14.5.2008.;2008-05-14;1 juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;461;46.177112;16.220637;;deep cave;46.17711216.220637;1;;;;;;;;;;;;;;;;;;;;;;
247;Zdenec pri Ciglaru;Croatia;14.5.2008.;2008-05-14;2 juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;251;46.283906;16.06104;tf;deep cave;46.28390616.06104;4;;;;;;;;;;;;;;;;;;;;;;
248;Osinec jama;Croatia;14.5.2008.;2008-05-14;1 juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;524;46.163969;16.111277;;deep cave;46.16396916.111277;2;;;;;;;;;;;;;;;;;;;;;;
251;Matekova špilja 1;Croatia;14.5.2008.;2008-05-14;1f, 1m;2;Linyphiidae;Diplocephalus;alpinus;Diplocephalus alpinus;;46.18834;16.123531;Tf;deep cave;46.1883416.123531;2;;;;;;;;;;;;;;;;;;;;;;
254;Hanžekova jama;Croatia;17.10.2008.;2008-10-17;1f, 2m;3;Linyphiidae;Troglohyphantes;sp. 2;Troglohyphantes sp. 2;390;46.155463;16.1171;tb;deep cave;46.15546316.1171;5;;;;;;;;;;;;;;;;;;;;;;
255;Hanžekova jama;Croatia;14.5.2008.;2008-05-14;6f, 1m;7;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;390;46.155463;16.1171;Tf;deep cave;46.15546316.1171;5;;;;;;;;;;;;;;;;;;;;;;
257;Hanžekova jama;Croatia;12.5.2008.;2008-05-12;2 f;2;Linyphiidae;Troglohyphantes;sp. 2;Troglohyphantes sp. 2;390;46.155463;16.1171;tb;deep cave;46.15546316.1171;5;;;;;;;;;;;;;;;;;;;;;;
258;Duplja jama;Croatia;13.5.2008.;2008-05-13;1 juv m;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;539;46.281676;15.99087;;deep cave;46.28167615.99087;2;;;;;;;;;;;;;;;;;;;;;;
259;Duplja jama;Croatia;13.5.2008.;2008-05-13;1 m;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;539;46.281676;15.99087;tf;deep cave;46.28167615.99087;2;;;;;;;;;;;;;;;;;;;;;;
261;Duplja jama;Croatia;13.5.2008.;2008-05-13;1 f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;539;46.281676;15.99087;tf;deep cave;46.28167615.99087;2;;;;;;;;;;;;;;;;;;;;;;
262;Rudnik Kraševski zviri;Croatia;14.5.2008.;2008-05-14;5m, 2f, 2 juv;9;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;46.203313;16.109739;Tf;deep cave;46.20331316.109739;3;;;;;;;;;;;;;;;;;;;;;;
263;Špilja u Bukevju;Croatia;14.5.2008.;2008-05-14;1 juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;107;46.206924;16.143971;;deep cave;46.20692416.143971;2;;;;;;;;;;;;;;;;;;;;;;
265;Rudnik Kraševski zviri;Croatia;14.5.2008.;2008-05-14;1 f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;46.203313;16.109739;;;46.20331316.109739;3;;;;;;;;;;;;;;;;;;;;;;
266;Matekova špilja 1;Croatia;14.5.2008.;2008-05-14;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;46.18834;16.123531;;;46.1883416.123531;2;;;;;;;;;;;;;;;;;;;;;;
267;Bazgova?a;Croatia;5.1.2009.;2009-01-05;1f, 2m, 1juv;4;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.30647;16.622143;Tf;deep cave;43.3064716.622143;3;;5;6,675;;;;;;;;;;;;;;;;;;;
270;Grap?eva špilja;Croatia;16.10.2007.;2007-10-16;1m, 2 f, 1 juv;4;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;200;43.134189;16.753732;tf;deep cave;43.13418916.753732;5;;;13,93333333;;;;;;;;;;;;;;;;;;;
271;Grap?eva špilja;Croatia;16.10.2007.;2007-10-16;1 juv;1;Agelenidae;Hadites;tegenarioides;Hadites tegenarioides;200;43.134189;16.753732;TB;deep cave;43.13418916.753732;5;;;13,93333333;;;;;;;;;;;;;;;;;;;
273;Kranjica pe?ina;Croatia;13.10.2007.;2007-10-13;1 juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;820;43.959462;16.475197;;;43.95946216.475197;2;;;;;;;;;;;;;;;;;;;;;;
274;Grap?eva špilja;Croatia;16.10.2007.;2007-10-16;1 m, 1 juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;200;43.134189;16.753732;tf;deep cave;43.13418916.753732;5;;;13,93333333;;;;;;;;;;;;;;;;;;;
275;Zmajeva špilja;Croatia;21.7.2007.;2007-07-21;1 f;1;Agelenidae;Tegenaria;sp. 3;Tegenaria sp. 3;323;43.269174;16.598972;;deep cave;43.26917416.598972;4;;;;;;;;;;;;;;;;;;;;;;
276;Zmajeva špilja;Croatia;21.10.2007.;2007-10-21;2 juv;2;Agelenidae;Tegenaria;sp.;Tegenaria sp.;323;43.269174;16.598972;;deep cave;43.26917416.598972;4;;;;;;;;;;;;;;;;;;;;;;
277;Zmajeva špilja;Croatia;21.10.2007.;2007-10-21;1f, 3 juv;4;Amaurobidae;Amaurobius;sp. 1;Amaurobius sp. 1;;43.269174;16.598972;Tx;;43.26917416.598972;4;;;;;;;;;;;;;;;;;;;;;;
278;Vodena pe?a;Croatia;17.8.2005.;2005-08-17;1f;1;Linyphiidae;Troglohyphantes;dinaricus;Troglohyphantes dinaricus;610;43.792496;16.671447;tb;deep cave;43.79249616.671447;8;;;;;;;;;;;;;;;;;;;;;;
279;Vodena pe?a;Croatia;30.7.2007.;2007-07-30;1f;1;Linyphiidae;Troglohyphantes;dinaricus;Troglohyphantes dinaricus;610;43.792496;16.671447;tb;deep cave;43.79249616.671447;8;;;;;;;;;;;;;;;;;;;;;;
280;Vodena pe?a;Croatia;30.7.2007.;2007-07-30;1f, 1 m;2;Linyphiidae;Troglohyphantes;dinaricus;Troglohyphantes dinaricus;610;43.792496;16.671447;tb;deep cave;43.79249616.671447;8;;;;;;;;;;;;;;;;;;;;;;
281;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;2f, 1m;3;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;285;45.000041;15.776525;tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
282;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;2f;2;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45.000041;15.776525;tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
283;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;2f, 2 juv;4;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45.000041;15.776525;tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
284;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.000041;15.776525;Tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
285;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45.000041;15.776525;tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
286;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45.000041;15.776525;Tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
287;Boži?eva špilja;Croatia;12.8.2007.;2007-08-12;1m;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;35;45.000041;15.776525;tf;deep cave;45.00004115.776525;7;;12,9;10,84;;;;;;;;;;;;;;;;;;;
291;Mikašinovi?a špilja;Croatia;7.12.2008.;2008-12-07;1 f, 1 juv;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;230;45.283788;15.28561;Tb;deep cave;45.28378815.28561;3;;;;;;;;;;;;;;;;;;;;;;
294;Jastrebina špilja;Croatia;5.12.2008.;2008-12-05;1f, 3 juv;4;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;187;45.456129;15.44341;Tf;deep cave;45.45612915.44341;5;;;;;;;;;;;;;;;;;;;;;;
295;Danetska pe?ina;Croatia;20.6.2008.;2008-06-20;1 juv m;1;Dysderidae;Dysdera;ninnii;Dysdera ninnii;160;45.351625;15.327998;Tx;;45.35162515.327998;2;;;;;;;;;;;;;;;;;;;;;;
296;Kuštrovka;Croatia;19.6.2008.;2008-06-19;1 juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;450;45.346234;15.219338;Tb;deep cave;45.34623415.219338;3;;;;;;;;;;;;;;;;;;;;;;
297;Hajdu?ka pe?ina;Croatia;17.6.2008.;2008-06-17;1 f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45.27146;15.28981;Tb;deep cave;45.2714615.28981;3;;;;;;;;;;;;;;;;;;;;;;
298;Hajdu?ka pe?ina;Croatia;17.6.2008.;2008-06-17;1 f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;45.27146;15.28981;Tb;deep cave;45.2714615.28981;3;;;;;;;;;;;;;;;;;;;;;;
299;Jezero;Croatia;16.3.2002.;2002-03-16;2 m;2;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;903;42.580381;18.356073;tf;deep cave;42.58038118.356073;8;;;7,566666667;;;;;;;;;;;;;;;;;;;
300;Škrabuljica;Croatia;1.11.2003.;2003-11-01;1m, 1 juv;2;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;685;42.567045;18.385063;tf;deep cave;42.56704518.385063;5;;8,1;11,025;;;;;;;;;;;;;;;;;;;
301;Kuštrovka;Croatia;19.6.2008.;2008-06-19;6f, 1m, 1 juv;8;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;450;45.346234;15.219338;Tb;deep cave;45.34623415.219338;3;;;;;;;;;;;;;;;;;;;;;;
