sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
8044,Jama na Božinom umcu,Croatia,28.11.2022.,2022-11-28,1juv,1,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.736446,16.784908,tb,deep cave,#N/A
8045,Klenovac,Croatia,17.11.2022.,2022-11-17,2f,2,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.708069,16.77661,Tf,deep cave,#N/A
8046,Golubinka na Golubinskom umcu,Croatia,20.11.2022.,2022-11-20,"5f, 2m, 3juv",1,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.74112557,16.77547487,tb,deep cave,#N/A
8047,Golubinka na Golubinskom umcu,Croatia,20.11.2022.,2022-11-20,"1m, 1f",2,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.74112557,16.77547487,tb,deep cave,#N/A
8048,Golubinka na Golubinskom umcu,Croatia,20.11.2022.,2022-11-20,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,43.74112557,16.77547487,Tf,deep cave,#N/A
8050,Špilja na Vršinoj glavici,Croatia,18.11.2022.,2022-11-18,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,43.70718,16.7843,Tf,deep cave,#N/A
8051,Gabrića pećina,Croatia,15.11.2022.,2022-11-15,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.70855,16.83062,tf,deep cave,#N/A
8052,Jama pod Blatačkim brigom,Croatia,26.11.2022.,2022-11-26,"1m, 1f",2,Linyphiidae,Diplocephalus,cristatus,Diplocephalus cristatus,,43.70903,16.812102,,,#N/A
8053,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,"2f, 1juvm, 3juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,200,42.506621,18.391346,tf,deep cave,#N/A
8054,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,2juv,2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,200,42.506621,18.391346,Tb,deep cave,#N/A
8055,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,1f,1,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,200,42.506621,18.391346,,,#N/A
8056,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,2f,2,Linyphiidae,Palliduphantes,sp. X,Palliduphantes sp. X,200,42.506621,18.391346,,,#N/A
8057,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,1f,1,Pholcidae,Holocnemus,pluchei,Holocnemus pluchei,200,42.506621,18.391346,tf,deep cave,#N/A
8058,"Vilina špilja, Gruda",Croatia,13.11.2020.,2020-11-13,2m,2,Pholcidae,Stygopholcus,skotophilus,Stygopholcus skotophilus,200,42.506621,18.391346,,deep cave,#N/A
8060,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,1juv,1,Dysderidae,Stalita,taenaria,Stalita taenaria,95,45.319298,13.631373,tb,deep cave,#N/A
8061,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,"2f, 1juvm, 8juv",11,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,95,45.319298,13.631373,tf,deep cave,#N/A
8062,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,1m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,95,45.319298,13.631373,Tf,deep cave,#N/A
8063,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,95,45.319298,13.631373,Tf,deep cave,#N/A
8064,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,1f,1,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,95,45.319298,13.631373,Tf,deep cave,#N/A
8065,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,1f,1,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,95,45.319298,13.631373,,deep cave,#N/A
8066,Markova jama kod Tara,Croatia,2.4.2022.,2022-04-02,"1m, 3f, 3juv",7,Linyphiidae,Diplocephalus,alpinus,Diplocephalus alpinus,95,45.319298,13.631373,Tf,deep cave,#N/A
8069,Jama kod Marine ograde,Croatia,27.11.2022.,2022-11-27,"1f, 1juvm",2,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.74846,16.80338,tb,deep cave,#N/A
8070,Jama kod Marine ograde,Croatia,17.11.2022.,2022-11-17,"2f, 2juv",4,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.74846,16.80338,tb,deep cave,#N/A
8071,Burina prčija,Croatia,27.11.2022.,2022-11-27,"1m, 1f, 1juv",3,Linyphiidae,Troglohyphantes,sp. 19,Troglohyphantes sp. 19,,43.74374,16.80055,tb,deep cave,#N/A
8072,Krštinica,Croatia,28.11.2022.,2022-11-28,1juvm,1,Linyphiidae,Centromerus,sp.,Centromerus sp.,,43.753083,16.722917,,,#N/A
8073,Špilja pod Blatačkim brigom,Croatia,16.11.2022.,2022-11-16,1m,1,Nemesiidae,Brachythele,media,Brachythele media,,43.706591,16.815092,tx,deep cave,#N/A
8074,Male Ponte,Croatia,14.2.2021.,2021-02-14,1f,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,,42.761389,17.430786,Tb,deep cave,#N/A
8075,Male Ponte,Croatia,14.2.2021.,2021-02-14,1juv + njegov svlak,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,,42.761389,17.430786,Tb,deep cave,#N/A
8076,"Vilina špilja, Gruda",Croatia,21.2.2023.,2023-02-21,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.506621,18.391346,Tb,deep cave,#N/A
8077,Vilina špilja,Croatia,21.2.2023.,2023-02-21,1f,1,Linyphiidae,Centromerus,sp.,Centromerus sp.,,42.506621,18.391346,,,#N/A
8078,"Vilina špilja, Gruda",Croatia,21.2.2023.,2023-02-21,1juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,42.506621,18.391346,tf,deep cave,#N/A
8079,Jama na Komu,Croatia,20.2.2023.,2023-02-20,1f,1,Linyphiidae,Typhlonyphia,reimoseri,Typhlonyphia reimoseri,,42.9405,16.86714,tb,deep cave,#N/A
8081,"Institut Ruđer Bošković, šuma kod van der Grafa",Croatia,24.3.2023.,2023-03-24,1m,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,45.827935,15.988406,Tx,Shallow subterranean habitat,#N/A
8086,Kravarica,Croatia,7.4.2023.,2023-04-07,2f,2,Linyphiidae,Centromerus,sp.,Centromerus sp.,,43.779322,16.688191,,,#N/A
8087,Kravarica,Croatia,7.4.2023.,2023-04-07,1f,1,Dysderidae,Harpactea,rucnerorum,Harpactea rucnerorum,,43.779322,16.688191,Tf,deep cave,#N/A
8088,Kravarica,Croatia,7.4.2023.,2023-04-07,"1juvm, 3juv",4,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.779322,16.688191,Tb,deep cave,#N/A
8091,Luška špilja,Croatia,9.5.2021.,2021-05-09,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.224689,15.093741,tb,deep cave,#N/A
8092,Jama pod Sinji kuk,Croatia,31.10.2016.,2016-10-31,"1m, 2f",3,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.709828,17.988632,tf,deep cave,#N/A
8094,Hanžekova jama,Croatia,30.4.2023.,2023-04-30,1m,1,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,,46.155463,16.1171,,deep cave,#N/A
8096,Hanžekova jama,Croatia,30.4.2023.,2023-04-30,1m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,46.155463,16.1171,tf,deep cave,#N/A
8097,Hanžekova jama,Croatia,30.4.2023.,2023-04-30,,,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,,46.155463,16.1171,,deep cave,#N/A
8099,Hanžekova jama,Croatia,30.4.2023.,2023-04-30,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,46.155463,16.1171,Tf,deep cave,#N/A
8106,Hanžekova jama,Croatia,16.6.2022.,2022-06-16,"1m, 1f, 1juvm",3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,,46.155463,16.1171,,deep cave,#N/A
8107,Hanžekova jama,Croatia,16.6.2022.,2022-06-16,2f,2,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,,46.155463,16.1171,,deep cave,#N/A
8110,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8111,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8112,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8113,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8114,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1f,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8115,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1f,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8116,Božinkina jama,Croatia,18.6.2023.,2023-06-18,1juv,1,Linyphiidae,Troglohyphantes,liburnicus,Troglohyphantes liburnicus,350,45.40466,14.30388,tb,deep cave,#N/A
8118,Između Medvedgrada i Grafičara,Croatia,2.7.2023.,2023-07-02,1m,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,45.882275,15.929969,,,#N/A
8122,Male Ponte,Croatia,14.2.2021.,2021-02-14,1m,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,,42.761389,17.430786,Tb,deep cave,#N/A
8123,Špilja na Gradini kod Premanture,Croatia,1.7.2023.,2023-07-01,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,,44.786909,13.907968,,,#N/A
8124,Špilja na Gradini kod Premanture,Croatia,1.7.2023.,2023-07-01,"1f, 1juvm, 1juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
8125,Sniježnica (ispred),Croatia,16.9.2023.,2023-09-16,"2f, 1juv",3,Dysderidae,Harpactea,lepida,Harpactea lepida,,44.88213,15.487436,tx,shallow subterranean habitat,#N/A
8126,Sniježnica (ispred),Croatia,16.9.2023.,2023-09-16,"2f, 2juv",4,Dysderidae,Dysdera,adriatica,Dysdera adriatica,,44.88213,15.487436,Tx,shallow subterranean habitat,#N/A
8127,"Lijepa jama u Ljeskovoj strani, okolo",Croatia,16.9.2023.,2023-09-16,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.896675,15.482648,Tx,Shallow subterranean habitat,#N/A
8128,"Lijepa jama u Ljeskovoj strani, okolo",Croatia,16.9.2023.,2023-09-16,1juv + opisthosoma,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,44.896675,15.482648,,Shallow subterranean habitat,#N/A
8129,"Lijepa jama u Ljeskovoj strani, okolo",Croatia,16.9.2023.,2023-09-16,1m,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,44.896675,15.482648,,Shallow subterranean habitat,#N/A
8130,Jesemti kola (ispred),Croatia,22.9.2023.,2023-09-22,"1m, 1f",2,Dysderidae,Dysderocrates,storkani,Dysderocrates storkani,,44.951095,15.538831,Tf,shallow subterranean habitat,#N/A
8132,Špilja pokraj staze (ispred),Croatia,14.9.2023.,2023-09-14,1f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.907951,15.610873,Tx,Shallow subterranean habitat,#N/A
8133,Špilja pokraj staze (ispred),Croatia,14.9.2023.,2023-09-14,"1m, 1juvf",2,Dysderidae,Dysdera,adriatica,Dysdera adriatica,,44.907951,15.610873,Tx,shallow subterranean habitat,#N/A
8134,Nikolićeva pećina (ispred),Croatia,15.9.2023.,2023-09-15,"1m, 1f, 1juv",3,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.906031,15.617462,Tx,Shallow subterranean habitat,#N/A
8135,Nikolićeva pećina (ispred),Croatia,15.9.2023.,2023-09-15,"1f, 1m",2,Dysderidae,Dysdera,adriatica,Dysdera adriatica,,44.906031,15.617462,Tx,shallow subterranean habitat,#N/A
8136,Nikolićeva pećina (ispred),Croatia,15.9.2023.,2023-09-15,1f,1,Familia x,Gen.,sp.,Gen. sp.,,44.906031,15.617462,,Shallow subterranean habitat,#N/A
8137,"Prezid, od tunela prema moru",Croatia,10.9.2023.,2023-09-10,"1f?, 1juv",2,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.24018,15.81642,,Shallow subterranean habitat,#N/A
8138,"Prezid, od tunela prema moru",Croatia,10.9.2023.,2023-09-10,"1f, 1juv",2,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.24018,15.81642,Tx,,#N/A
8139,"Prezid, od tunela prema moru",Croatia,10.9.2023.,2023-09-10,"1f, 1juv",2,Agelenidae,Inermocoelotes,sp.,Inermocoelotes sp.,,44.24018,15.81642,,Shallow subterranean habitat,#N/A
8143,"staza kod mosta za veliki slap, kanjon Korane",Croatia,23.9.2023.,2023-09-23,1f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.902165,15.610872,Tx,Shallow subterranean habitat,#N/A
8144,Špilja pokraj staze (ispred),Croatia,23.9.2023.,2023-09-23,1f,1,Dysderidae,Dysdera,adriatica,Dysdera adriatica,,44.907951,15.610873,Tx,shallow subterranean habitat,#N/A
8145,Vaganka,Croatia,9.9.2023.,2023-09-09,1m,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,,44.33853,15.43867,Tb,deep cave,#N/A
8146,Vaganka,Croatia,9.9.2023.,2023-09-09,1m,1,Dysderidae,Mesostalita,sp. 3,Mesostalita sp. 3,,44.33853,15.43867,Tb,deep cave,#N/A
8147,Špilja iznad Velikog Bresta,Croatia,7.9.2023.,2023-09-07,"3f, 2juv",5,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.429588,14.095256,tb,deep cave,#N/A
8148,Špilja iznad Velikog Bresta,Croatia,7.9.2023.,2023-09-07,"2f, 1juvm",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.429588,14.095256,tb,deep cave,#N/A
8150,Špilja iznad Velikog Bresta,Croatia,7.9.2023.,2023-09-07,1m,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,45.429588,14.095256,,,#N/A
8151,Špilja iznad Velikog Bresta,Croatia,7.9.2023.,2023-09-07,"1f, 1juvm, 3 juv + 2juv?",7,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.429588,14.095256,tb,deep cave,#N/A
8152,Špilja iznad Velikog Bresta,Croatia,7.9.2023.,2023-09-07,1f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,,45.429588,14.095256,,,#N/A
8154,Kovčići pećina,Croatia,7.9.2023.,2023-09-07,1f,1,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.406095,14.127471,tb,deep cave,#N/A
8156,Kovčići pećina,Croatia,7.9.2023.,2023-09-07,"1juvm, 1juv",2,Tetragnathidae,Meta,sp.,Meta sp.,,45.406095,14.127471,,,#N/A
8159,Vela peć,Croatia,9.9.2023.,2023-09-09,"2f, 1juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.333194,14.158683,tb,deep cave,#N/A
8160,Vela peć,Croatia,9.9.2023.,2023-09-09,"1f, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.333194,14.158683,tb,deep cave,#N/A
8161,Vela peć,Croatia,9.9.2023.,2023-09-09,2f,2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.333194,14.158683,tb,deep cave,#N/A
8162,Vela peć,Croatia,9.9.2023.,2023-09-09,"1m, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.333194,14.158683,tb,deep cave,#N/A
8163,Oštirova jama,Croatia,6.9.2023.,2023-09-06,1f,1,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.355854,14.123988,tb,deep cave,#N/A
8165,Pećina kod planinarske kuće Pavlovac,Croatia,8.9.2023.,2023-09-08,"1m, 1f",2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.371352,14.191845,tb,deep cave,#N/A
8166,Pećina kod planinarske kuće Pavlovac,Croatia,8.9.2023.,2023-09-08,1m,1,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.371352,14.191845,tb,deep cave,#N/A
8169,Pećina u Topolovcu,Croatia,8.9.2023.,2023-09-08,1f,1,Tetragnathidae,Metellina,merianae,Metellina merianae,,45.374121,14.193699,Tf,deep cave,#N/A
8170,Pećina u Topolovcu,Croatia,8.9.2023.,2023-09-08,"2m, 2juv",4,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.374121,14.193699,tb,deep cave,#N/A
8171,Pećina u Topolovcu,Croatia,8.9.2023.,2023-09-08,"1f, 2juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.374121,14.193699,tb,deep cave,#N/A
8172,Jama na Patohovcu,Croatia,7.9.2023.,2023-09-07,"1m, 1f, 1juv",3,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.317839,14.235328,tb,deep cave,#N/A
8173,Jama na Patohovcu,Croatia,7.9.2023.,2023-09-07,"1f, 1juvm",2,Linyphiidae,Troglohyphantes,brignolii,Troglohyphantes brignolii,,45.317839,14.235328,tb,deep cave,#N/A
8176,Šipun,Croatia,6.6.2011.,2011-06-06,1f/juv,1,Dysderidae,Harpactea,sp. 4,Harpactea sp. 4,,42.583646,18.217986,Tb,deep cave,#N/A
8177,Đurovića jama,Croatia,17.11.2010.,2010-11-17,1f,1,Dysderidae,Rhode,sp. 2,Rhode sp. 2,,42.559979,18.263559,Tb,deep cave,#N/A
8178,Šipun,Croatia,20.12.2011.,2011-12-20,1f,1,Dysderidae,Folkia,sp. 6,Folkia sp. 6,,42.583646,18.217986,Tb,deep cave,#N/A
8180,Piskovica,Croatia,2.7.2023.,2023-07-02,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,45.262098,14.037008,tf,deep cave,#N/A
8181,Piskovica,Croatia,2.7.2023.,2023-07-02,1f,1,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,,45.262098,14.037008,,,#N/A
8182,Golubinka više Mršića strane,Croatia,2.9.2023.,2023-09-02,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.12501,15.807683,tf,deep cave,#N/A
8183,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1f,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8184,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1m,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8185,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1m,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8186,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1f,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8187,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1f,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8188,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1f,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8189,Zametska pećina,Croatia,4.11.2023.,2023-11-04,1f,1,Dysderidae,Rhode,aspinifera,Rhode aspinifera,,45.346381,14.386117,tb,deep cave,#N/A
8190,Vugrinova špilja,Croatia,29.6.2023.,2023-06-29,"1f, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8191,Vugrinova špilja,Croatia,29.6.2023.,2023-06-29,"1f, 1juvm",2,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,310,45.77395,15.70102,,,#N/A
8192,Vugrinova špilja,Croatia,29.6.2023.,2023-06-29,1juvf,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8194,Vugrinova špilja,Croatia,18.3.2023.,2023-03-18,1f,1,Agelenidae,Tegenaria,sp. X,Tegenaria sp. X,310,45.77395,15.70102,,,#N/A
8195,Vugrinova špilja,Croatia,18.3.2023.,2023-03-18,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8196,Vugrinova špilja,Croatia,29.6.2023.,2023-06-29,"1juvf, 1juvm, 1juv",3,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8197,Vugrinova špilja,Croatia,29.3.2023.,2023-03-29,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8199,Vugrinova špilja,Croatia,2.11.2023.,2023-11-02,1m,1,Linyphiidae,Troglohyphantes,wiehlei,Troglohyphantes wiehlei,310,45.77395,15.70102,tf,deep cave,#N/A
8200,Vugrinova špilja,Croatia,2.11.2023.,2023-11-02,"1juvm, 1juv",2,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8202,Vugrinova špilja,Croatia,2.11.2023.,2023-11-02,1f,1,Agelenidae,Histopona,torpida,Histopona torpida,310,45.77395,15.70102,Tx,deep cave,#N/A
8203,Vugrinova špilja,Croatia,2.9.2023.,2023-09-02,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,310,45.77395,15.70102,tf,deep cave,#N/A
8204,Vugrinova špilja,Croatia,2.9.2023.,2023-09-02,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8205,Vugrinova špilja,Croatia,2.9.2023.,2023-09-02,2juv,2,Agelenidae,Tegenaria,sp.,Tegenaria sp.,310,45.77395,15.70102,,,#N/A
8206,Vugrinova špilja,Croatia,9.11.2023.,2023-11-09,"3f, 1m, 1juv",5,Linyphiidae,Troglohyphantes,wiehlei,Troglohyphantes wiehlei,310,45.77395,15.70102,tf,deep cave,#N/A
8207,Vugrinova špilja,Croatia,9.11.2023.,2023-11-09,1m,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,310,45.77395,15.70102,tf,deep cave,#N/A
8208,Vugrinova špilja,Croatia,9.11.2023.,2023-11-09,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,310,45.77395,15.70102,tf,deep cave,#N/A
8210,Trulo đubre,Croatia,9.5.2023.,2023-05-09,"1m, 1f",2,Linyphiidae,Diplocephalus,sp.,Diplocephalus sp.,,44.915677,15.58308,,deep cave,#N/A
8211,Mali Kozjak,Croatia,16.9.2023.,2023-09-16,1juvm,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.902904,15.633364,Tf,deep cave,#N/A
8213,Taman,Croatia,22.9.2023.,2023-09-22,1juvm,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.936688,15.588358,Tf,deep cave,#N/A
8216,Goranka,Croatia,9.5.2023.,2023-05-09,1juv,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.911862,15.588763,Tb,deep cave,#N/A
8217,Goranka,Croatia,9.5.2023.,2023-05-09,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.911862,15.588763,Tx,deep cave,#N/A
8218,Goranka,Croatia,9.5.2023.,2023-05-09,1f,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.911862,15.588763,Tf,deep cave,#N/A
8219,Goranka,Croatia,9.5.2023.,2023-05-09,1juvf,1,Linyphiidae,Troglohyphantes,sp.,Troglohyphantes sp.,,44.911862,15.588763,,deep cave,#N/A
8221,Panj,Croatia,13.5.2023.,2023-05-13,1f,1,Tetragnathidae,Metellina,mengei,Metellina mengei,,44.873226,15.637189,Tx,deep cave,#N/A
8223,Visibaba srkilica,Croatia,22.9.2023.,2023-09-22,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.911213,15.606871,Tf,deep cave,#N/A
8227,Dvadeset i četvrti tjedan,Croatia,10.5.2023.,2023-05-10,1m,1,Tetragnathidae,Metellina,mengei,Metellina mengei,,44.863095,15.654334,Tx,deep cave,#N/A
8228,"Bobića krčevina, vani",Croatia,12.9.2023.,2023-09-12,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.86591,15.67527,Tx,Shallow subterranean habitat,#N/A
8232,Šira nego dublja,Croatia,11.9.2023.,2023-09-11,1juv,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,44.885074,15.671899,Tf,deep cave,#N/A
8233,Jama iznad Hajduković barice,Croatia,11.5.2023.,2023-05-11,1juvm,1,Linyphiidae,Troglohyphantes,sp.,Troglohyphantes sp.,,44.901458,15.611429,,deep cave,#N/A
8234,Jama iznad Hajduković barice,Croatia,11.5.2023.,2023-05-11,"1f, 1juv",2,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,44.901458,15.611429,tf,deep cave,#N/A
8235,Jama iznad Hajduković barice,Croatia,11.5.2023.,2023-05-11,2f,2,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,44.901458,15.611429,tf,deep cave,#N/A
8236,Gumena jama,Croatia,8.5.2023.,2023-05-08,1juv,1,Dysderidae,Dysdera,sp.,Dysdera sp.,,44.89155,15.612734,Tx,deep cave,#N/A
8238,Gumena jama,Croatia,8.5.2023.,2023-05-08,"1m, 1f",2,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,44.89155,15.612734,Tf,deep cave,#N/A
8240,Mrtva kopriva,Croatia,11.9.2023.,2023-09-11,"1f, 1juvm",2,Tetragnathidae,Metellina,merianae,Metellina merianae,,44.893826,15.62779,Tf,deep cave,#N/A
8242,Mrtva kopriva,Croatia,11.9.2023.,2023-09-11,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.893826,15.62779,Tb,deep cave,#N/A
8245,"Mrtva kopriva, okolo",Croatia,11.9.2023.,2023-09-11,2f,2,Familia x,Gen.,sp.,Gen. sp.,,44.893826,15.62779,,Shallow subterranean habitat,#N/A
8246,Mrtva kopriva (ispred),Croatia,11.9.2023.,2023-09-11,"1m, 1juvm",2,Linyphiidae,Centromerus,sellarius,Centromerus sellarius,,44.893826,15.62779,tf,shallow subterranean habitat,#N/A
8247,Mrtva kopriva (ispred),Croatia,11.9.2023.,2023-09-11,"1m, 1juvm, 2juv",4,Linyphiidae,Centromerus,sellarius,Centromerus sellarius,,44.893826,15.62779,tf,shallow subterranean habitat,#N/A
