sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
53,Špilja pod Kaštel,Croatia,4.3.2008.,2008-03-04,1 m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,44,42.768.041,16.899.005,tf,deep cave,,2,"15,3","16,95","16,4216671","16,4216671","22,7733345",668,29,"142,9000056","97,25",,nan,nan,1,nan,nan,nan
54,Špilja na Pozalicu,Croatia,29.9.2007.,2007-09-29,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,61,4.276.131,169.129,tf,deep cave,,4,"12,65",14,"16,4216671","16,4216671","22,7733345",668,29,"143,02697",94,,nan,nan,1,nan,nan,nan
56,Breg jama,Croatia,30.4.2008.,2008-04-30,1 juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,35,42.723.459,17.591.234,,,,1,,"14,9","16,37552071","16,37552071","24,14374924",938,25,"102,4734285","97,1",,0.8,1.2,1,nan,5,7.5
57,Jama Međugrađen,Croatia,30.4.2008.,2008-04-30,"1m, 2 juv?",3,Dysderidae,Harpactea,sp. 9,Harpactea sp. 9,309,42.737.934,1.755.671,Tb,deep cave,,3,,"15,8","15,79444408","15,79444408","24,11999893",925,28,"102,2121648",,,0.5,0.5,1,nan,30,102.6
58,Jama Međugrađen,Croatia,30.4.2008.,2008-04-30,"1f, 2juv",3,Agelenidae,Histopona,bidens,Histopona bidens,309,42.737.934,1.755.671,tb,deep cave,,3,,"15,8","15,79444408","15,79444408","24,11999893",925,28,"102,2121648",,,0.5,0.5,1,nan,30,102.6
59,Jarač na ponti od Graca,Croatia,3.5.2008.,2008-05-03,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,,42.785.308,17.392.067,tb,deep cave,,2,,"10,833","16,31185913","16,31185913","23,7307682",855,28,"105,4881868",,,14,6,1,nan,72,28
61,Ostaševica,Croatia,28.4.2008.,2008-04-28,"1f, 1juv m",2,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
62,Jama na Brekalcima,Croatia,29.4.2008.,2008-04-29,"1m, 1f",2,Agelenidae,Histopona,bidens,Histopona bidens,109,42.781.895,17.407.747,tb,deep cave,,1,,"12,867","16,31185913","16,31185913","23,7307682",855,25,"104,9005462","99,833",,12,3,1,nan,20,77.5
63,Jama pod Sv. Spasom,Croatia,3.5.2008.,2008-05-03,1f,1,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
64,Jama pod Sv. Spasom,Croatia,3.5.2008.,2008-05-03,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,50,42.731.779,17.542.409,Tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
65,Movrica,Croatia,28.4.2008.,2008-04-28,1 juv m,1,Agelenidae,Histopona,bidens,Histopona bidens,147,42.752.604,17.551.145,tb,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
66,Male ponte,Croatia,27.4.2008.,2008-04-27,1 juv m,1,Agelenidae,Histopona,bidens,Histopona bidens,258,42.761.389,17.430.786,tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
67,Movrica,Croatia,28.4.2008.,2008-04-28,"1m, 1f, 3 juv",5,Agelenidae,Histopona,bidens,Histopona bidens,147,42.752.604,17.551.145,tb,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
68,Špilja u Solinama,Croatia,26.4.2008.,2008-04-26,"1f, 2juv",3,Agelenidae,Histopona,bidens,Histopona bidens,83,42.768.021,17.377.062,tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
70,Špilja u Solinama,Croatia,26.4.2008.,2008-04-26,1 juv,1,Dysderidae,Gen.,sp.,Gen.  sp.,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
71,Špilja u Solinama,Croatia,26.4.2008.,2008-04-26,1 juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
72,Jama na Brekalcima,Croatia,29.4.2008.,2008-04-29,1f,1,Agelenidae,Histopona,bidens,Histopona bidens,109,42.781.895,17.407.747,tb,deep cave,,1,,"12,867","16,31185913","16,31185913","23,7307682",855,25,"104,9005462","99,833",,12,3,1,nan,20,77.5
73,Špilja kod Nerezinog dola,Croatia,27.4.2008.,2008-04-27,1 juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,177,42.758.378,17.436.094,,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
74,Male ponte,Croatia,27.4.2008.,2008-04-27,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,258,42.761.389,17.430.786,tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
75,Jama za Sv. Ilijom,Croatia,2.5.2008.,2008-05-02,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,257,42.744.428,17.515.269,tb,deep cave,,3,,"12,533","15,98333359","15,98333359","24,29999924",909,29,"103,5442348",100,,3,2,1,nan,80,65
77,Galičnjak,Croatia,2.5.2008.,2008-05-02,1 juv,1,Agelenidae,Histopona,bidens,Histopona bidens,160,42.720.118,1.767.071,tb,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
78,Galičnjak,Croatia,2.5.2008.,2008-05-02,1 f,1,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
79,Galičnjak,Croatia,2.5.2008.,2008-05-02,"2 m, 2 f, 1 juv",5,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
80,Galičnjak,Croatia,2.5.2008.,2008-05-02,"1m, 1f, 1 juv",3,Leptonetidae,Sulcia,sp. 6,Sulcia sp. 6,160,42.720.118,1.767.071,Tf,cave entrance,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
86,Galičnjak,Croatia,2.5.2008.,2008-05-02,"2 m, 1 juv",3,Leptonetidae,Barusia,maheni,Barusia maheni,160,42.720.118,1.767.071,tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
87,Špilja kod Nerezinog dola,Croatia,27.4.2008.,2008-04-27,1 juv f,1,Leptonetidae,Barusia,maheni,Barusia maheni,177,42.758.378,17.436.094,tf,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
89,Movrica,Croatia,28.4.2008.,2008-04-28,"1 f, 2 juv m",3,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,147,42.752.604,17.551.145,,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
90,Male ponte,Croatia,27.4.2008.,2008-04-27,1 f,1,Linyphiidae,Palliduphantes,sp. 1,Palliduphantes sp. 1,258,42.761.389,17.430.786,tf,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
96,Male ponte,Croatia,14.4.2007.,2007-04-14,"1f, 1 juv",2,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,258,42.761.389,17.430.786,,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
98,Galičnjak,Croatia,10.4.2007.,2007-04-10,1 m,1,Leptonetidae,Barusia,maheni,Barusia maheni,160,42.720.118,1.767.071,tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
99,Ostaševica,Croatia,8.4.2007.,2007-04-08,"1f, 1 juv",2,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,302,42.748.959,17.544.404,,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
100,Galičnjak,Croatia,14.4.2007.,2007-04-14,1 m,1,Leptonetidae,Barusia,maheni,Barusia maheni,160,42.720.118,1.767.071,tf,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
102,Male ponte,Croatia,9.4.2007.,2007-04-09,1 f,1,Leptonetidae,Barusia,maheni,Barusia maheni,258,42.761.389,17.430.786,tf,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
103,Male ponte,Croatia,9.4.2007.,2007-04-09,"1 m, 1 f, 1 juv",3,Leptonetidae,Sulcia,nocturna,Sulcia nocturna,258,42.761.389,17.430.786,,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
104,Špilja kod Nerezinog dola,Croatia,7.4.2007.,2007-04-07,"1 m, 3 juv",4,Leptonetidae,Barusia,maheni,Barusia maheni,177,42.758.378,17.436.094,tf,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
105,Špilja u Solinama,Croatia,11.4.2007.,2007-04-11,"1 m, 1 f",2,Leptonetidae,Barusia,maheni,Barusia maheni,83,42.768.021,17.377.062,tf,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
109,Špilja kod Nerezinog dola,Croatia,7.4.2007.,2007-04-07,"1 m, 2 f",3,Leptonetidae,Barusia,maheni,Barusia maheni,177,42.758.378,17.436.094,tf,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
111,Male ponte,Croatia,9.4.2007.,2007-04-09,1 f,1,Linyphiidae,Palliduphantes,sp. 1,Palliduphantes sp. 1,258,42.761.389,17.430.786,tf,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
112,Ostaševica,Croatia,8.4.2007.,2007-04-08,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
113,Špilja kod Nerezinog dola,Croatia,7.4.2007.,2007-04-07,1 juv,1,Agelenidae,Histopona,bidens,Histopona bidens,177,42.758.378,17.436.094,tb,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
114,Male ponte,Croatia,9.4.2007.,2007-04-09,1 juv,1,Agelenidae,Histopona,bidens,Histopona bidens,258,42.761.389,17.430.786,tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
118,Galičnjak,Croatia,10.4.2007.,2007-04-10,1m,1,Nemesiidae,Nemesia,sp. 1,Nemesia sp. 1,160,42.720.118,1.767.071,,,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
119,Galičnjak,Croatia,14.4.2007.,2007-04-14,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,160,42.720.118,1.767.071,tb,deep cave,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
120,Male ponte,Croatia,9.4.2007.,2007-04-09,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,258,42.761.389,17.430.786,tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
122,Movrica,Croatia,8.4.2007.,2007-04-08,2 juv,2,Agelenidae,Histopona,bidens,Histopona bidens,147,42.752.604,17.551.145,tb,deep cave,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
123,Špilja kod Vrha spile,Croatia,9.4.2007.,2007-04-09,1 juv,1,Agelenidae,Histopona,bidens,Histopona bidens,183,42.776.757,17.420.591,tb,deep cave,,3,,"9,4","16,10370445","16,10370445","23,88333321",874,29,"104,7346977","74,3",,12.5,5,1,nan,30,10.6
125,Galičnjak,Croatia,10.4.2007.,2007-04-10,1 juv,1,Dysderidae,Harpactea,sp.,Harpactea sp.,160,42.720.118,1.767.071,,,,11,,"13,6","16,1147728","16,1147728","23,72727203",971,25,"99,37896954",,,50,40,1,nan,130,60
126,Špilja u Solinama,Croatia,11.4.2007.,2007-04-11,1 juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,83,42.768.021,17.377.062,Tb,deep cave,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
128,Male ponte,Croatia,9.4.2007.,2007-04-09,1 juv,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
129,Špilja kod Nerezinog dola,Croatia,7.4.2007.,2007-04-07,1 juv,1,Dysderidae,Folkia,inermis,Folkia inermis,177,42.758.378,17.436.094,Tb,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
131,Male ponte,Croatia,13.4.2007.,2007-04-13,1f,1,Dysderidae,Folkia,sp. 5,Folkia sp. 5,258,42.761.389,17.430.786,Tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
133,Movrica,Croatia,8.4.2007.,2007-04-08,1 f,1,Linyphiidae,Bathyphantes,sp. 1,Bathyphantes sp. 1,147,42.752.604,17.551.145,Tx,,,6,,"11,9","16,45000076","16,45000076","24,5",925,25,"100,5400609",,,4,11,1,nan,82,6
134,Špilja u Solinama,Croatia,11.4.2007.,2007-04-11,1 f,1,Familia x,Gen.,sp.,Gen. sp.,83,42.768.021,17.377.062,,,,5,,"8,95","16,31185913","16,31185913","23,7307682",855,24,"108,5917672","83,7",,22,6,1,nan,47,18
135,Male ponte,Croatia,9.4.2007.,2007-04-09,1 f,1,Linyphiidae,Bathyphantes,sp. 1,Bathyphantes sp. 1,258,42.761.389,17.430.786,Tx,,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
139,Ostaševica,Croatia,28.4.2008.,2008-04-28,1m,1,Dysderidae,Folkia,inermis,Folkia inermis,302,42.748.959,17.544.404,Tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
140,Ostaševica,Croatia,28.4.2008.,2008-04-28,1m,1,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
141,Jama Međugrađen,Croatia,30.4.2008.,2008-04-30,3 juv,3,Agelenidae,Histopona,bidens,Histopona bidens,309,42.737.934,1.755.671,tb,deep cave,,3,,"15,8","15,79444408","15,79444408","24,11999893",925,28,"102,2121648",,,0.5,0.5,1,nan,30,102.6
142,Jama Međugrađen,Croatia,30.4.2008.,2008-04-30,1f,1,Dysderidae,Folkia,inermis,Folkia inermis,309,42.737.934,1.755.671,Tb,deep cave,,3,,"15,8","15,79444408","15,79444408","24,11999893",925,28,"102,2121648",,,0.5,0.5,1,nan,30,102.6
144,Močiljska špilja,Croatia,1.11.2008.,2008-11-01,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,333,42.689.061,18.071.906,tf,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
146,Debela ljut,Croatia,31.10.2008.,2008-10-31,"1f, 2 juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.717.699,18.022.036,tf,deep cave,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
147,Debela ljut,Croatia,31.10.2008.,2008-10-31,1 f,1,Linyphiidae,Gen.,sp. X,Gen. sp. X,278,42.717.699,18.022.036,,,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
148,Banova ljut,Croatia,31.10.2008.,2008-10-31,1 juv m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.724.023,18.023.649,tf,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
152,Jama Zadubravica,Croatia,3.11.2008.,2008-11-03,"1 juv m, 1f",2,Leptonetidae,Sulcia,sp. X,Sulcia sp. X,670,42.771.666,17.936.425,,,,3,,"11,45","13,26933289","13,26933289","24,79599953",1074,26,"83,72254241","95,2",,5,2,1,164,111,108
154,Jama na vrh Prodoli,Croatia,4.11.2008.,2008-11-04,1 m,1,Leptonetidae,Barusia,maheni,Barusia maheni,278,42.720.837,18.021.231,tf,deep cave,,1,,"21,6","14,54366684","14,54366684","24,62399864",1130,32,"90,63957603",,,4,0.5,1,nan,7,6.5
156,Debela ljut,Croatia,31.10.2008.,2008-10-31,"1m, 1 juv",2,Leptonetidae,Barusia,maheni,Barusia maheni,278,42.717.699,18.022.036,tf,deep cave,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
180,Jama Zadubravica,Croatia,3.11.2008.,2008-11-03,1f,1,Agelenidae,Histopona,conveniens,Histopona conveniens,670,42.771.666,17.936.425,Tf,deep cave,,3,,"11,45","13,26933289","13,26933289","24,79599953",1074,26,"83,72254241","95,2",,5,2,1,164,111,108
183,Jama u Zabirađu,Croatia,30.3.2008.,2008-03-30,"1m, 2 juv",3,Dysderidae,Dysdera,sp. 1,Dysdera sp. 1,447,42.732.667,18.049.328,,,,3,,"11,9","14,05533314","14,05533314","24,89999962",1139,21,"88,82459541",,,1,1,1,90,25,87
184,Krivača špilja,Croatia,31.3.2008.,2008-03-31,1f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,525,42.730.217,18.067.602,Tb,deep cave,,1,,"8,9","14,05533314","14,05533314","24,89999962",1139,29,"89,23993567",,,6,3,1,nan,43,9
185,Jama u Zabirađu,Croatia,30.3.2008.,2008-03-30,1m,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,447,42.732.667,18.049.328,Tb,deep cave,,3,,"11,9","14,05533314","14,05533314","24,89999962",1139,21,"88,82459541",,,1,1,1,90,25,87
189,Krivača špilja,Croatia,31.3.2008.,2008-03-31,1f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,525,42.730.217,18.067.602,Tb,deep cave,,1,,"8,9","14,05533314","14,05533314","24,89999962",1139,29,"89,23993567",,,6,3,1,nan,43,9
190,Jama u Zabirađu,Croatia,2.11.2008.,2008-11-02,2f,2,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,447,42.732.667,18.049.328,Tb,deep cave,,3,,"11,9","14,05533314","14,05533314","24,89999962",1139,21,"88,82459541",,,1,1,1,90,25,87
191,Jama Zadubravica,Croatia,3.11.2008.,2008-11-03,1f,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,670,42.771.666,17.936.425,Tb,deep cave,,3,,"11,45","13,26933289","13,26933289","24,79599953",1074,26,"83,72254241","95,2",,5,2,1,164,111,108
194,Špilja na vrh Toraca,Croatia,26.3.2008.,2008-03-26,1f,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,193,42.705.575,1.803.049,Tb,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
201,Jama Zadubravica,Croatia,31.3.2008.,2008-03-31,3 juv,3,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,670,42.771.666,17.936.425,Tb,deep cave,,3,,"11,45","13,26933289","13,26933289","24,79599953",1074,26,"83,72254241","95,2",,5,2,1,164,111,108
202,Močiljska špilja,Croatia,1.11.2008.,2008-11-01,1 juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
205,Debela ljut,Croatia,31.10.2008.,2008-10-31,"1f, 1m",2,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,278,42.717.699,18.022.036,tf,deep cave,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
207,Debela ljut,Croatia,31.10.2008.,2008-10-31,1 f,1,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,278,42.717.699,18.022.036,tf,deep cave,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
208,Jama u Zabirađu,Croatia,30.3.2008.,2008-03-30,1f,1,Linyphiidae,Centromerus,raridentatus sp.n.,Centromerus raridentatus sp.n.,447,42.732.667,18.049.328,,,,3,,"11,9","14,05533314","14,05533314","24,89999962",1139,21,"88,82459541",,,1,1,1,90,25,87
214,Činjadra,Croatia,5.1.2009.,2009-01-05,"1 f, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,364,43.339.771,16.599.423,tf,deep cave,,2,,"15,1","15,05266666","15,05266666","25,05999947",793,28,"109,3832783",,,4,1,1,nan,83,0
215,Činjadra,Croatia,22.10.2007.,2007-10-22,"1 f, 5 juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,364,43.339.771,16.599.423,tf,deep cave,,2,,"15,1","15,05266666","15,05266666","25,05999947",793,28,"109,3832783",,,4,1,1,nan,83,0
219,Špilja pod Zimzelom,Croatia,25.6.2008.,2008-06-25,1 m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,791,45.281.948,15.115.239,Tb,deep cave,,1,,8,"7,624666691","7,624666691","27,04400063",1505,24,"373,7136599",,,5,2.7,1,nan,194,21
220,Špilja pod Zimzelom,Croatia,25.6.2008.,2008-06-25,"1 m, 1f",2,Dysderidae,Parastalita,stygia,Parastalita stygia,791,45.281.948,15.115.239,Tb,deep cave,,1,,8,"7,624666691","7,624666691","27,04400063",1505,24,"373,7136599",,,5,2.7,1,nan,194,21
221,Špilja pod Zimzelom,Croatia,14.12.2008.,2008-12-14,1 m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,791,45.281.948,15.115.239,Tb,deep cave,,1,,8,"7,624666691","7,624666691","27,04400063",1505,24,"373,7136599",,,5,2.7,1,nan,194,21
222,Špilja pod Zimzelom,Croatia,14.12.2008.,2008-12-14,2 f,2,Dysderidae,Parastalita,stygia,Parastalita stygia,791,45.281.948,15.115.239,Tb,deep cave,,1,,8,"7,624666691","7,624666691","27,04400063",1505,24,"373,7136599",,,5,2.7,1,nan,194,21
227,Kovačica jama,Croatia,25.10.2008.,2008-10-25,"1f, 1m, 1juv",3,Linyphiidae,Porrhomma,convexum,Porrhomma convexum,676,45.519.178,1.765.444,,deep cave,,4,,"9,3","8,596333504","8,596333504","27,29999924",916,23,"289,2533106",,,,,,,,
228,Lijepa jama,Croatia,27.10.2008.,2008-10-27,"2m, 1 juv",3,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,696,45.501.686,17.708.297,,deep cave,,1,,"10,8","9,106999397","9,106999397","27,62399864",882,23,"286,5244136",100,,3.5,1.5,1,nan,15,7
230,Jama iznad Jezerca,Croatia,27.10.2008.,2008-10-27,2 m,2,Linyphiidae,Porrhomma,microps,Porrhomma microps,626,45.504.726,17.684.095,Tf,deep cave,,1,"9,6","9,85","9,106999397","9,106999397","27,62399864",882,23,"286,9693747",,,0.6,0.6,1,nan,23,12
231,Jama na Bilu,Croatia,25.10.2008.,2008-10-25,"1m, 2f, 1juv",4,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,659,45.512.599,17.693.701,,deep cave,,1,,"8,9","9,106999397","9,106999397","27,62399864",882,23,"288,2318392",,,1,0.5,1,nan,14.7,11.5
267,Bazgovača,Croatia,5.1.2009.,2009-01-05,"1f, 2m, 1juv",4,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,652,4.330.647,16.622.143,Tf,deep cave,,3,,"7,2","12,8081665","12,8081665","24,57600021",796,24,"108,9858223",,,5,7,1,nan,47,32
270,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,"1m, 2 f, 1 juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,279,43.134.189,16.753.732,tf,deep cave,,5,,"13,225","15,48979187","15,48979187","23,94499969",751,28,"110,2583259",,,nan,nan,1,nan,nan,nan
271,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,1 juv,1,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,279,43.134.189,16.753.732,TB,deep cave,,5,,"13,225","15,48979187","15,48979187","23,94499969",751,28,"110,2583259",,,nan,nan,1,nan,nan,nan
274,Grapčeva špilja,Croatia,16.10.2007.,2007-10-16,"1 m, 1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,279,43.134.189,16.753.732,tf,deep cave,,5,,"13,225","15,48979187","15,48979187","23,94499969",751,28,"110,2583259",,,nan,nan,1,nan,nan,nan
281,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,"2f, 1m",3,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,260,45.000.041,15.776.525,tf,deep cave,,7,,"10,84","10,56083298","10,56083298","29,33199883",1248,26,"290,5189089",,,,,,,,
282,Božićeva špilja,Croatia,12.8.2007.,2007-08-12,2f,2,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,260,45.000.041,15.776.525,tf,deep cave,,7,,"10,84","10,56083298","10,56083298","29,33199883",1248,26,"290,5189089",,,,,,,,
