sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
4996;Makluta?a;Croatia;4.1.2016.;2016-01-04;2f;2;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;400;43 569 268;16 620 515;Tf;deep cave;4 356 926 816 620 510;6;;;7,7
4997;Vrta?a kod špilje Kame Hame;Croatia;24.6.2006.;2006-06-24;1m;1;Linyphiidae;Micrargus;apertus;Micrargus apertus;;45 551 639;14 518 065;;;4 555 163 914 518 060;2;;;
4998;Bezdan;Croatia;30.10.2016.;2016-10-30;1 juv;1;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
4999;Bezdan;Croatia;30.10.2016.;2016-10-30;1f;1;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5000;Bezdan;Croatia;30.10.2016.;2016-10-30;3juv;3;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5002;Bezdan;Croatia;30.10.2016.;2016-10-30;3juv;3;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5004;Bezdan;Croatia;30.10.2016.;2016-10-30;5juv;5;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5006;Škrabuljica;Croatia;1.11.2016.;2016-11-01;1juv;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;685;42 567 045;18 385 063;Tb;deep cave;4 256 704 518 385 060;5;;;10,867
5008;Škrabuljica;Croatia;1.11.2016.;2016-11-01;1f;1;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;685;42 567 045;18 385 063;tf;deep cave;4 256 704 518 385 060;5;;;10,867
5009;Jezero;Croatia;1.11.2016.;2016-11-01;1f;1;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;903;42 580 381;18 356 073;tf;deep cave;4 258 038 118 356 070;8;;;7,567
5010;Bezdan;Croatia;31.10.2016.;2016-10-31;1m;1;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5011;Jezero;Croatia;1.11.2016.;2016-11-01;1f, 2juv;3;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;903;42 580 381;18 356 073;tf;deep cave;4 258 038 118 356 070;8;;;7,567
5014;Jezero;Croatia;1.11.2016.;2016-11-01;1f;1;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;903;42 580 381;18 356 073;tf;deep cave;4 258 038 118 356 070;8;;;7,567
5015;Jezero;Croatia;1.11.2016.;2016-11-01;1m, 2f;3;Linyphiidae;Palliduphantes;sp. X;Palliduphantes sp. X;903;42 580 381;18 356 073;;;4 258 038 118 356 070;8;;;7,567
5019;Jezero;Croatia;1.11.2016.;2016-11-01;1f;1;Linyphiidae;Palliduphantes;sp. X;Palliduphantes sp. X;903;42 580 381;18 356 073;;;4 258 038 118 356 070;8;;;7,567
5020;Bezdan;Croatia;31.10.2016.;2016-10-31;1f/juv;1;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42 530 343;18 316 239;Tb;deep cave;4 253 034 318 316 230;2;;;14,7
5025;Jezero;Croatia;1.11.2016.;2016-11-01;1?;;Linyphiidae;Troglohyphantes;troglodytes;Troglohyphantes troglodytes;903;42 580 381;18 356 073;tf;deep cave;4 258 038 118 356 070;8;;;7,567
5027;Jezero;Croatia;1.11.2016.;2016-11-01;1m;1;Linyphiidae;Micrargus;sp.;Micrargus sp.;903;42 580 381;18 356 073;;;4 258 038 118 356 070;8;;;7,567
5032;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2m, 1f, 1juvm;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
5032;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2m, 1f, 1juvm;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
5032;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2m, 1f, 1juvm;4;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5033;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2f, 1juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
5033;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2f, 1juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
5033;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;2f, 1juv;3;Leptonetidae;Sulcia;sp. 4;Sulcia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5034;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;;9,967
5034;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;;11,2
5034;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;10,6;11,025
5035;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;1181;43 286 465;17 083 638;;deep cave;4 328 646 517 083 630;8;;;9,967
5035;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;1181;43 286 465;17 083 638;;deep cave;4 328 646 517 083 630;8;;;11,2
5035;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;1181;43 286 465;17 083 638;;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5036;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 534 495;16 564 289;Tb;deep cave;4 353 449 516 564 280;2;;;12,2
5037;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;1f, 1juvf, 2juv;4;Leptonetidae;Sulcia;sp. 1;Sulcia sp. 1;;43 534 495;16 564 289;Tf;deep cave;4 353 449 516 564 280;2;;;12,2
5038;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;1f, 1juvf, 3 juv;5;Leptonetidae;Sulcia;sp. 1;Sulcia sp. 1;;43 534 495;16 564 289;Tf;deep cave;4 353 449 516 564 280;2;;;12,2
5040;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;2f, 3juvm, 2juv;7;Leptonetidae;Sulcia;sp. 1;Sulcia sp. 1;;43 534 495;16 564 289;Tf;deep cave;4 353 449 516 564 280;2;;;12,2
5041;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 534 495;16 564 289;Tb;deep cave;4 353 449 516 564 280;2;;;12,2
5042;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;2f, 1juv;3;Leptonetidae;Sulcia;sp. 1;Sulcia sp. 1;;43 534 495;16 564 289;Tf;deep cave;4 353 449 516 564 280;2;;;12,2
5043;Mili?evi?a pe?ina;Croatia;5.11.2016.;2016-11-05;1f;1;Leptonetidae;Sulcia;sp. 1;Sulcia sp. 1;;43 534 495;16 564 289;Tf;deep cave;4 353 449 516 564 280;2;;;12,2
5045;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;3m, 4f;7;Leptonetidae;Barusia;maheni;Barusia maheni;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
5046;?injadra;Croatia;1.7.2017.;2017-07-01;5f, 1juvf, 3juv;9;Leptonetidae;Barusia;maheni;Barusia maheni;;43 339 771;16 599 423;tf;deep cave;4 333 977 116 599 420;2;;;15,1
5047;Mramorcina;Croatia;5.7.2017.;2017-07-05;2f, 4juvm, 2juv;8;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;131;43 012 358;16 113 011;tb;deep cave;4 301 235 816 113 010;2;;;
5049;Mramorcina;Croatia;5.7.2017.;2017-07-05;1m, 1f;2;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;131;43 012 358;16 113 011;tb;deep cave;4 301 235 816 113 010;2;;;
5050;Jezero na Gatuli;Croatia;4.7.2017.;2017-07-04;2m;2;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;;42 960 756;16 003 363;tb;deep cave;4 296 075 616 003 360;1;;15,6;16,1
5051;Jezero na Gatuli;Croatia;4.7.2017.;2017-07-04;2juvm, 5 juv;7;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;;42 960 756;16 003 363;tb;deep cave;4 296 075 616 003 360;1;;15,6;16,1
5052;Jezero na Gatuli;Croatia;4.7.2017.;2017-07-04;5m, 8 females, 7 juv;2;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;;42 960 756;16 003 363;tb;deep cave;4 296 075 616 003 360;1;;15,6;16,1
5053;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;2juvm, 3f, 3juv;8;Leptonetidae;Barusia;maheni;Barusia maheni;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
5054;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;1m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
5055;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;3f, 1m;4;Leptonetidae;Barusia;maheni;Barusia maheni;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
5056;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;1f, 1juvm, 2juv+1juv Liny;5;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 360 229;16 569 356;tf;deep cave;4 336 022 916 569 350;3;;;16,6
5057;Tanki Ratac;Croatia;29.6.2017.;2017-06-29;3juv;3;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43 360 229;16 569 356;;;4 336 022 916 569 350;3;;;16,6
5058;?injadra;Croatia;1.7.2017.;2017-07-01;3 f/juv;3;Leptonetidae;Barusia;maheni;Barusia maheni;;43 339 771;16 599 423;tf;deep cave;4 333 977 116 599 420;2;;;15,1
5059;Mramorcina;Croatia;5.7.2017.;2017-07-05;1juv;1;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;131;43 012 358;16 113 011;tb;deep cave;4 301 235 816 113 010;2;;;
5061;Jezero na Gatuli;Croatia;4.7.2017.;2017-07-04;1f;1;Dysderidae;Folkia;sp. 1;Folkia sp. 1;;42 960 756;16 003 363;TB;deep cave;4 296 075 616 003 360;1;;15,6;16,1
5064;Led 1;Croatia;23.6.2017.;2017-06-23;5f, 1juvm, 1juv;7;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;1475;43 344 045;17 057 588;Tf;deep cave;4 334 404 517 057 580;3;;;
5065;Led 1;Croatia;23.6.2017.;2017-06-23;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;1475;43 344 045;17 057 588;;;4 334 404 517 057 580;3;;;
5066;Sistem Velika-Velika;Croatia;22.6.2017.;2017-06-22;1juv;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43 330 129;17 048 357;tb;deep cave;4 333 012 917 048 350;3;;;2,2
5067;Sistem Velika-Velika;Croatia;22.6.2017.;2017-06-22;3f, 5juv;8;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;43 330 129;17 048 357;Tf;deep cave;4 333 012 917 048 350;3;;;2,2
5068;Jama pod Stipkovcem;Croatia;22.6.2017.;2017-06-22;1f, 1juvm;2;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;1362;43 309 002;17 065 079;tb;deep cave;4 330 900 217 065 070;5;;;9,4
5069;Jama pod Stipkovcem;Croatia;22.6.2017.;2017-06-22;2f, 2juv;4;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;1362;43 309 002;17 065 079;Tf;deep cave;4 330 900 217 065 070;5;;;9,4
5070;Sistem Velika-Velika;Croatia;22.6.2017.;2017-06-22;1f;1;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;43 330 129;17 048 357;Tf;deep cave;4 333 012 917 048 350;3;;;2,2
5071;Sistem Velika-Velika;Croatia;22.6.2017.;2017-06-22;1juv;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43 330 129;17 048 357;tb;deep cave;4 333 012 917 048 350;3;;;2,2
5072;Led 1;Croatia;23.6.2017.;2017-06-23;1f;1;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;1475;43 344 045;17 057 588;Tf;deep cave;4 334 404 517 057 580;3;;;
5074;SOB 188;Croatia;23.6.2017.;2017-06-23;1f;1;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;1475;43 344 045;17 057 588;Tf;deep cave;4 334 404 517 057 580;3;;2,9;3,15
5075;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f-samo opistosoma;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
5075;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f-samo opistosoma;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
5075;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f-samo opistosoma;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5076;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1m, 1juv;3;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
5076;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1m, 1juv;3;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
5076;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1m, 1juv;3;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5078;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m, 5juv;6;Agelenidae;Histopona;conveniens;Histopona conveniens;1181;43 286 465;17 083 638;Tf;deep cave;4 328 646 517 083 630;8;;;9,967
5078;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m, 5juv;6;Agelenidae;Histopona;conveniens;Histopona conveniens;1181;43 286 465;17 083 638;Tf;deep cave;4 328 646 517 083 630;8;;;11,2
5078;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m, 5juv;6;Agelenidae;Histopona;conveniens;Histopona conveniens;1181;43 286 465;17 083 638;Tf;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5079;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1juvf, 2juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;;9,967
5079;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1juvf, 2juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;;11,2
5079;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1f, 1juvf, 2juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;1181;43 286 465;17 083 638;;;4 328 646 517 083 630;8;;10,6;11,025
5081;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m ostaci, 1 juv ostaci;2;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
5081;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m ostaci, 1 juv ostaci;2;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
5081;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m ostaci, 1 juv ostaci;2;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
5082;Dana špilja;Croatia;6.6.2015.;2015-06-06;1juvm, 1juv;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;;43 537 098;16 642 504;tb;deep cave;4 353 709 816 642 500;1;;;
5083;Amfora;Croatia;3.6.2017.;2017-06-03;2juv;2;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43 346 701;17 046 656;tb;deep cave;4 334 670 117 046 650;2;;;4,717
5084;Požega;Croatia;1.6.2017.;2017-06-01;1m;1;Eutichuridae;Cheiracanthium;effossum;Cheiracanthium effossum;;43 330 293;1 704 711;;;433 302 931 704 711;1;;;4,35
5085;Špilja pod Štrbinom;Croatia;2.6.2017.;2017-06-02;1m;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 309 063;1 704 871;Tb;deep cave;433 090 631 704 871;1;;;
5086;Amfora;Croatia;3.6.2017.;2017-06-03;1f;1;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;43 346 701;17 046 656;Tf;deep cave;4 334 670 117 046 650;2;;;4,717
5087;Jamina, Biokovo;Croatia;30.5.2017.;2017-05-30;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;617;43 386 358;16 925 277;Tb;deep cave;4 338 635 816 925 270;4;;;
5089;Jama pod Kamenitim vratima;Croatia;31.5.2017.;2017-05-31;1f;1;Dysderidae;Harpactea;mateparlovi;Harpactea mateparlovi;1390;4 330 085;17 119 314;Tf;deep cave;433 008 517 119 314;1;;6,5;5
5090;Mokre noge;Croatia;30.5.2017.;2017-05-30;1f, 2juv;3;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;4 329 671;17 090 621;Tf;deep cave;432 967 117 090 621;1;;;4,45
5091;Mokre noge;Croatia;30.5.2017.;2017-05-30;4f, 1juv;5;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;4 329 671;17 090 621;Tf;deep cave;432 967 117 090 621;1;;;4,45
5092;Mokre noge;Croatia;30.5.2017.;2017-05-30;1f;1;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;4 329 671;17 090 621;Tf;deep cave;432 967 117 090 621;1;;;4,45
5094;Baba;Croatia;23.6.2017.;2017-06-23;2f, 1m, 1juvm;4;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;;43 256 469;17 162 283;Tb;deep cave;4 325 646 917 162 280;4;;;
5096;?ampari;Croatia;30.7.2017.;2017-07-30;1m, 1juvm, 1juvf, 5juv;8;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;312;45 123 809;14 333 655;Tb;deep cave;4 512 380 914 333 650;4;;;
5097;?ampari;Croatia;30.7.2017.;2017-07-30;1juvm, 3juv;4;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;312;45 123 809;14 333 655;Tb;deep cave;4 512 380 914 333 650;4;;;
5098;?ampari;Croatia;30.7.2017.;2017-07-30;1juvm;1;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;312;45 123 809;14 333 655;Tb;deep cave;4 512 380 914 333 650;4;;;
5099;Jama SI od Varljena;Croatia;31.7.2017.;2017-07-31;1juv;1;Linyphiidae;Troglohyphantes;liburnicus;Troglohyphantes liburnicus;370;45 407 366;14 308 747;Tb;deep cave;4 540 736 614 308 740;3;;;
5100;Jama SI od Varljena;Croatia;31.7.2017.;2017-07-31;1m, 1f, 1juv;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;370;45 407 366;14 308 747;tf;deep cave;4 540 736 614 308 740;3;;;
5101;Jama SI od Varljena;Croatia;31.7.2017.;2017-07-31;2f;2;Theridiidae;Episinus;cavernicola;Episinus cavernicola;370;45 407 366;14 308 747;Tf;deep cave;4 540 736 614 308 740;3;;;
5102;Jama SI od Varljena;Croatia;31.7.2017.;2017-07-31;3juv;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;370;45 407 366;14 308 747;tf;deep cave;4 540 736 614 308 740;3;;;
5103;Vrelo;Croatia;27.7.2017.;2017-07-27;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;730;45 326 489;14 704 217;Tb;deep cave;4 532 648 914 704 210;8;;;
5104;Vrelo;Croatia;27.7.2017.;2017-07-27;1f, 1juvm, 2juv;4;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;730;45 326 489;14 704 217;tb;deep cave;4 532 648 914 704 210;8;;;
5105;Vrelo;Croatia;27.7.2017.;2017-07-27;2f, 1juv;3;Dysderidae;Parastalita;stygia;Parastalita stygia;730;45 326 489;14 704 217;Tb;deep cave;4 532 648 914 704 210;8;;;
5106;Vrelo;Croatia;27.7.2017.;2017-07-27;1juv m;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;730;45 326 489;14 704 217;;;4 532 648 914 704 210;8;;;
5108;Vrelo;Croatia;27.7.2017.;2017-07-27;7f, 5juv;12;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;730;45 326 489;14 704 217;tb;deep cave;4 532 648 914 704 210;8;;;
5110;Vrelo;Croatia;27.7.2017.;2017-07-27;2f;2;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;730;45 326 489;14 704 217;tb;deep cave;4 532 648 914 704 210;8;;;
5111;Vrelo;Croatia;27.7.2017.;2017-07-27;1f;1;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;730;45 326 489;14 704 217;tf;deep cave;4 532 648 914 704 210;8;;;
5112;Vrelo;Croatia;27.7.2017.;2017-07-27;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;730;45 326 489;14 704 217;;deep cave;4 532 648 914 704 210;8;;;
5114;Vrelo;Croatia;27.7.2017.;2017-07-27;2m;2;Dysderidae;Parastalita;stygia;Parastalita stygia;730;45 326 489;14 704 217;Tb;deep cave;4 532 648 914 704 210;8;;;
5115;Vrelo;Croatia;27.7.2017.;2017-07-27;2m;2;Dysderidae;Parastalita;stygia;Parastalita stygia;730;45 326 489;14 704 217;Tb;deep cave;4 532 648 914 704 210;8;;;
5116;Vrelo;Croatia;27.7.2017.;2017-07-27;1m, 1f, 2juv;4;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;730;45 326 489;14 704 217;tb;deep cave;4 532 648 914 704 210;8;;;
5117;Bukovac;Croatia;27.7.2017.;2017-07-27;1m, 2juv;3;Dysderidae;Parastalita;stygia;Parastalita stygia;881;4 534 318;14 757 647;Tb;deep cave;453 431 814 757 647;5;;;7,8
5118;Medvje?a špilja;Croatia;27.7.2017.;2017-07-27;1juv m;1;Dysderidae;Stalita;pretneri;Stalita pretneri;809;45 363 572;14 757 905;Tb;deep cave;4 536 357 214 757 900;3;;;10,95
5119;Medvje?a špilja;Croatia;27.7.2017.;2017-07-27;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;809;45 363 572;14 757 905;Tb;deep cave;4 536 357 214 757 900;3;;;10,95
5120;Medvje?a špilja;Croatia;27.7.2017.;2017-07-27;3f, 1juv;4;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;809;45 363 572;14 757 905;tb;deep cave;4 536 357 214 757 900;3;;;10,95
5121;Medvje?a špilja;Croatia;27.7.2017.;2017-07-27;svlakovi 2m i 2 juv;4;Dysderidae;Stalita;pretneri;Stalita pretneri;809;45 363 572;14 757 905;Tb;deep cave;4 536 357 214 757 900;3;;;10,95
5122;Špilja iznad Velikog Bresta;Croatia;28.7.2017.;2017-07-28;1f, 1juv;2;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;743;45 429 588;14 095 256;tb;deep cave;4 542 958 814 095 250;3;;;
5123;Špilja iznad Velikog Bresta;Croatia;28.7.2017.;2017-07-28;1m, 6f, 1juvm, 1juv;9;Linyphiidae;Troglohyphantes;brignolii;Troglohyphantes brignolii;743;45 429 588;14 095 256;tb;deep cave;4 542 958 814 095 250;3;;;
5126;Radota;Croatia;28.7.2017.;2017-07-28;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;45 456 089;13 984 855;;;4 545 608 913 984 850;6;;;
5127;Jama kod Labinci;Croatia;29.7.2017.;2017-07-29;4juv;4;Dysderidae;Stalita;taenaria;Stalita taenaria;;45 293 956;13 673 973;Tb;deep cave;4 529 395 613 673 970;3;;;
5128;Jama kod Labinci;Croatia;29.7.2017.;2017-07-29;1m;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 293 956;13 673 973;;deep cave;4 529 395 613 673 970;3;;;
5129;Jama kod Labinci;Croatia;29.7.2017.;2017-07-29;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45 293 956;13 673 973;tf;deep cave;4 529 395 613 673 970;3;;;
5130;Jama kod Labinci;Croatia;29.7.2017.;2017-07-29;1m;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 293 956;13 673 973;;deep cave;4 529 395 613 673 970;3;;;
5131;Jama kod Labinci;Croatia;29.7.2017.;2017-07-29;3f, 3m;6;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 293 956;13 673 973;;deep cave;4 529 395 613 673 970;3;;;
5133;Pincinova jama;Croatia;29.7.2017.;2017-07-29;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45 287 384;1 363 524;tf;deep cave;452 873 841 363 524;2;;;
5134;Jama Baredine;Croatia;29.7.2017.;2017-07-29;1m, 1juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45 270 267;13 661 985;tf;deep cave;4 527 026 713 661 980;1;;;
5135;Jama Baredine;Croatia;29.7.2017.;2017-07-29;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;45 270 269;13 661 959;;;4 527 026 913 661 950;1;;;
